postcodes,district,county,country,district_county,purchasing_power_per_capita
5054,Vila Real,Peso da Régua,Portugal,Vila Real_Peso da Régua,84.8
5040,Vila Real,Peso da Régua,Portugal,Vila Real_Peso da Régua,84.8
4870,Vila Real,Ribeira de Pena,Portugal,Vila Real_Ribeira de Pena,65.8
5060,Vila Real,Sabrosa,Portugal,Vila Real_Sabrosa,67.4
5085,Vila Real,Sabrosa,Portugal,Vila Real_Sabrosa,67.4
5030,Vila Real,Santa Marta de Penaguião,Portugal,Vila Real_Santa Marta de Penaguião,64.4
5430,Vila Real,Valpaços,Portugal,Vila Real_Valpaços,63.9
5445,Vila Real,Valpaços,Portugal,Vila Real_Valpaços,63.9
5450,Vila Real,Vila Pouca de Aguiar,Portugal,Vila Real_Vila Pouca de Aguiar,70.3
5000,Vila Real,Vila Real,Portugal,Vila Real_Vila Real,99.1
5004,Vila Real,Vila Real,Portugal,Vila Real_Vila Real,99.1
5110,Viseu,Armamar,Portugal,Viseu_Armamar,71.2
5114,Viseu,Armamar,Portugal,Viseu_Armamar,71.2
3430,Viseu,Carregal do Sal,Portugal,Viseu_Carregal do Sal,72.9
3600,Viseu,Castro Daire,Portugal,Viseu_Castro Daire,67.8
4690,Viseu,Cinfães,Portugal,Viseu_Cinfães,64.1
5100,Viseu,Lamego,Portugal,Viseu_Lamego,83.6
3530,Viseu,Mangualde,Portugal,Viseu_Mangualde,85.4
3534,Viseu,Mangualde,Portugal,Viseu_Mangualde,85.4
3620,Viseu,Moimenta da Beira,Portugal,Viseu_Moimenta da Beira,72.8
3624,Viseu,Moimenta da Beira,Portugal,Viseu_Moimenta da Beira,72.8
3450,Viseu,Mortágua,Portugal,Viseu_Mortágua,80.2
3525,Viseu,Nelas,Portugal,Viseu_Nelas,79.3
3520,Viseu,Nelas,Portugal,Viseu_Nelas,79.3
3475,Viseu,Oliveira de Frades,Portugal,Viseu_Oliveira de Frades,81.1
3680,Viseu,Oliveira de Frades,Portugal,Viseu_Oliveira de Frades,81.1
3550,Viseu,Penalva do Castelo,Portugal,Viseu_Penalva do Castelo,65.8
3630,Viseu,Penedono,Portugal,Viseu_Penedono,66.1
4660,Viseu,Resende,Portugal,Viseu_Resende,65.7
4664,Viseu,Resende,Portugal,Viseu_Resende,65.7
3440,Viseu,Santa Comba Dão,Portugal,Viseu_Santa Comba Dão,75
5130,Viseu,São João da Pesqueira,Portugal,Viseu_São João da Pesqueira,69.2
3660,Viseu,São Pedro do Sul,Portugal,Viseu_São Pedro do Sul,73.7
3560,Viseu,Sátão,Portugal,Viseu_Sátão,70.4
3650,Viseu,Sátão,Portugal,Viseu_Sátão,70.4
3640,Viseu,Sernancelhe,Portugal,Viseu_Sernancelhe,64.3
3620,Viseu,Sernancelhe,Portugal,Viseu_Sernancelhe,64.3
5120,Viseu,Tabuaço,Portugal,Viseu_Tabuaço,64.1
3610,Viseu,Tarouca,Portugal,Viseu_Tarouca,70.2
3465,Viseu,Tondela,Portugal,Viseu_Tondela,79.8
3460,Viseu,Tondela,Portugal,Viseu_Tondela,79.8
3475,Viseu,Tondela,Portugal,Viseu_Tondela,79.8
3464,Viseu,Tondela,Portugal,Viseu_Tondela,79.8
3650,Viseu,Vila Nova de Paiva,Portugal,Viseu_Vila Nova de Paiva,66.9
3654,Viseu,Vila Nova de Paiva,Portugal,Viseu_Vila Nova de Paiva,66.9
3515,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3519,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3510,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3503,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3505,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3500,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3504,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3514,Viseu,Viseu,Portugal,Viseu_Viseu,96.8
3670,Viseu,Vouzela,Portugal,Viseu_Vouzela,68.9
