postcodes,district,county,country,district_county,population_numbers
2675,Lisboa,Odivelas,Portugal,Lisboa_Odivelas,152425
1675,Lisboa,Odivelas,Portugal,Lisboa_Odivelas,152425
1679,Lisboa,Odivelas,Portugal,Lisboa_Odivelas,152425
2621,Lisboa,Odivelas,Portugal,Lisboa_Odivelas,152425
1495,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
1499,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2790,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2760,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2730,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2734,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2794,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2761,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2795,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2799,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2780,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2784,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2770,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2774,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2740,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2744,Lisboa,Oeiras,Portugal,Lisboa_Oeiras,174764
2735,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2739,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2725,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2729,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2605,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2715,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2609,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2745,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2705,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2710,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2749,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2718,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2635,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2639,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2709,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2714,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2719,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2706,Lisboa,Sintra,Portugal,Lisboa_Sintra,393097
2590,Lisboa,Sobral de Monte Agraço,Portugal,Lisboa_Sobral de Monte Agraço,11674
2594,Lisboa,Sobral de Monte Agraço,Portugal,Lisboa_Sobral de Monte Agraço,11674
2560,Lisboa,Torres Vedras,Portugal,Lisboa_Torres Vedras,87061
2565,Lisboa,Torres Vedras,Portugal,Lisboa_Torres Vedras,87061
2600,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2601,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2615,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2619,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2625,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2626,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2628,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
2629,Lisboa,Vila Franca de Xira,Portugal,Lisboa_Vila Franca de Xira,138958
7440,Portalegre,Alter do Chão,Portugal,Portalegre_Alter do Chão,3172
7340,Portalegre,Arronches,Portugal,Portalegre_Arronches,2772
7480,Portalegre,Avis,Portugal,Portalegre_Avis,3793
7370,Portalegre,Campo Maior,Portugal,Portalegre_Campo Maior,7936
7374,Portalegre,Campo Maior,Portugal,Portalegre_Campo Maior,7936
7320,Portalegre,Castelo de Vide,Portugal,Portalegre_Castelo de Vide,3204
7430,Portalegre,Crato,Portugal,Portalegre_Crato,3269
7350,Portalegre,Elvas,Portugal,Portalegre_Elvas,20432
7354,Portalegre,Elvas,Portugal,Portalegre_Elvas,20432
7460,Portalegre,Fronteira,Portugal,Portalegre_Fronteira,2958
7464,Portalegre,Fronteira,Portugal,Portalegre_Fronteira,2958
6040,Portalegre,Gavião,Portugal,Portalegre_Gavião,3343
7330,Portalegre,Marvão,Portugal,Portalegre_Marvão,3031
7450,Portalegre,Monforte,Portugal,Portalegre_Monforte,2989
6050,Portalegre,Nisa,Portugal,Portalegre_Nisa,5705
7425,Portalegre,Ponte de Sor,Portugal,Portalegre_Ponte de Sor,15212
7400,Portalegre,Ponte de Sor,Portugal,Portalegre_Ponte de Sor,15212
7300,Portalegre,Portalegre,Portugal,Portalegre_Portalegre,21983
7301,Portalegre,Portalegre,Portugal,Portalegre_Portalegre,21983
7470,Portalegre,Sousel,Portugal,Portalegre_Sousel,4398
4600,Porto,Amarante,Portugal,Porto_Amarante,52154
4605,Porto,Amarante,Portugal,Porto_Amarante,52154
4615,Porto,Amarante,Portugal,Porto_Amarante,52154
4640,Porto,Baião,Portugal,Porto_Baião,17240
5040,Porto,Baião,Portugal,Porto_Baião,17240
4650,Porto,Felgueiras,Portugal,Porto_Felgueiras,55423
4615,Porto,Felgueiras,Portugal,Porto_Felgueiras,55423
4610,Porto,Felgueiras,Portugal,Porto_Felgueiras,55423
4614,Porto,Felgueiras,Portugal,Porto_Felgueiras,55423
4620,Porto,Lousada,Portugal,Porto_Lousada,48120
4815,Porto,Felgueiras,Portugal,Porto_Felgueiras,55423
4435,Porto,Gondomar,Portugal,Porto_Gondomar,167917
4510,Porto,Gondomar,Portugal,Porto_Gondomar,167917
4515,Porto,Gondomar,Portugal,Porto_Gondomar,167917
4420,Porto,Gondomar,Portugal,Porto_Gondomar,167917
4424,Porto,Gondomar,Portugal,Porto_Gondomar,167917
4624,Porto,Lousada,Portugal,Porto_Lousada,48120
4650,Porto,Lousada,Portugal,Porto_Lousada,48120
4425,Porto,Maia,Portugal,Porto_Maia,141463
4475,Porto,Maia,Portugal,Porto_Maia,141463
4470,Porto,Maia,Portugal,Porto_Maia,141463
4477,Porto,Maia,Portugal,Porto_Maia,141463
4479,Porto,Maia,Portugal,Porto_Maia,141463
4471,Porto,Maia,Portugal,Porto_Maia,141463
4474,Porto,Maia,Portugal,Porto_Maia,141463
4575,Porto,Marco de Canaveses,Portugal,Porto_Marco de Canaveses,49518
4625,Porto,Marco de Canaveses,Portugal,Porto_Marco de Canaveses,49518
4630,Porto,Marco de Canaveses,Portugal,Porto_Marco de Canaveses,49518
4635,Porto,Marco de Canaveses,Portugal,Porto_Marco de Canaveses,49518
4634,Porto,Marco de Canaveses,Portugal,Porto_Marco de Canaveses,49518
4460,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4465,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4455,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4450,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4454,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4459,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4458,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4464,Porto,Matosinhos,Portugal,Porto_Matosinhos,178351
4595,Porto,Paços de Ferreira,Portugal,Porto_Paços de Ferreira,55932
4590,Porto,Paços de Ferreira,Portugal,Porto_Paços de Ferreira,55932
4594,Porto,Paços de Ferreira,Portugal,Porto_Paços de Ferreira,55932
4599,Porto,Paços de Ferreira,Portugal,Porto_Paços de Ferreira,55932
4585,Porto,Paredes,Portugal,Porto_Paredes,85700
4580,Porto,Paredes,Portugal,Porto_Paredes,85700
4560,Porto,Penafiel,Portugal,Porto_Penafiel,70160
4575,Porto,Penafiel,Portugal,Porto_Penafiel,70160
4564,Porto,Penafiel,Portugal,Porto_Penafiel,70160
4100,Porto,Porto,Portugal,Porto_Porto,245893
4150,Porto,Porto,Portugal,Porto_Porto,245893
4149,Porto,Porto,Portugal,Porto_Porto,245893
4099,Porto,Porto,Portugal,Porto_Porto,245893
4050,Porto,Porto,Portugal,Porto_Porto,245893
4350,Porto,Porto,Portugal,Porto_Porto,245893
4200,Porto,Porto,Portugal,Porto_Porto,245893
4250,Porto,Porto,Portugal,Porto_Porto,245893
4300,Porto,Porto,Portugal,Porto_Porto,245893
4349,Porto,Porto,Portugal,Porto_Porto,245893
4000,Porto,Porto,Portugal,Porto_Porto,245893
4049,Porto,Porto,Portugal,Porto_Porto,245893
4249,Porto,Porto,Portugal,Porto_Porto,245893
4369,Porto,Porto,Portugal,Porto_Porto,245893
4269,Porto,Porto,Portugal,Porto_Porto,245893
4169,Porto,Porto,Portugal,Porto_Porto,245893
4199,Porto,Porto,Portugal,Porto_Porto,245893
4495,Porto,Póvoa de Varzim,Portugal,Porto_Póvoa de Varzim,66892
4490,Porto,Póvoa de Varzim,Portugal,Porto_Póvoa de Varzim,66892
4570,Porto,Póvoa de Varzim,Portugal,Porto_Póvoa de Varzim,66892
4825,Porto,Santo Tirso,Portugal,Porto_Santo Tirso,67766
4780,Porto,Santo Tirso,Portugal,Porto_Santo Tirso,67766
4795,Porto,Santo Tirso,Portugal,Porto_Santo Tirso,67766
4745,Porto,Trofa,Portugal,Porto_Trofa,39789
4785,Porto,Trofa,Portugal,Porto_Trofa,39789
4445,Porto,Valongo,Portugal,Porto_Valongo,99288
4440,Porto,Valongo,Portugal,Porto_Valongo,99288
4480,Porto,Vila do Conde,Portugal,Porto_Vila do Conde,84202
4485,Porto,Vila do Conde,Portugal,Porto_Vila do Conde,84202
4486,Porto,Vila do Conde,Portugal,Porto_Vila do Conde,84202
4484,Porto,Vila do Conde,Portugal,Porto_Vila do Conde,84202
4410,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4405,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4430,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4434,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4414,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4400,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4415,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4409,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
4404,Porto,Vila Nova de Gaia,Portugal,Porto_Vila Nova de Gaia,309882
2200,Santarém,Abrantes,Portugal,Santarém_Abrantes,33835
2205,Santarém,Abrantes,Portugal,Santarém_Abrantes,33835
2230,Santarém,Abrantes,Portugal,Santarém_Abrantes,33835
2380,Santarém,Alcanena,Portugal,Santarém_Alcanena,12682
2384,Santarém,Alcanena,Portugal,Santarém_Alcanena,12682
2395,Santarém,Alcanena,Portugal,Santarém_Alcanena,12682
2080,Santarém,Almeirim,Portugal,Santarém_Almeirim,22705
2090,Santarém,Alpiarça,Portugal,Santarém_Alpiarça,7272
2130,Santarém,Benavente,Portugal,Santarém_Benavente,31959
2135,Santarém,Benavente,Portugal,Santarém_Benavente,31959
2890,Santarém,Benavente,Portugal,Santarém_Benavente,31959
2139,Santarém,Benavente,Portugal,Santarém_Benavente,31959
2070,Santarém,Cartaxo,Portugal,Santarém_Cartaxo,24178
2140,Santarém,Chamusca,Portugal,Santarém_Chamusca,8546
2250,Santarém,Constância,Portugal,Santarém_Constância,3918
2100,Santarém,Coruche,Portugal,Santarém_Coruche,17369
2330,Santarém,Entroncamento,Portugal,Santarém_Entroncamento,21666
2334,Santarém,Entroncamento,Portugal,Santarém_Entroncamento,21666
2240,Santarém,Ferreira do Zêzere,Portugal,Santarém_Ferreira do Zêzere,7958
2150,Santarém,Golegã,Portugal,Santarém_Golegã,5430
2154,Santarém,Golegã,Portugal,Santarém_Golegã,5430
6120,Santarém,Mação,Portugal,Santarém_Mação,6396
2490,Santarém,Ourém,Portugal,Santarém_Ourém,46104
2435,Santarém,Ourém,Portugal,Santarém_Ourém,46104
2495,Santarém,Ourém,Portugal,Santarém_Ourém,46104
2040,Santarém,Rio Maior,Portugal,Santarém_Rio Maior,22134
2120,Santarém,Salvaterra de Magos,Portugal,Santarém_Salvaterra de Magos,23100
2125,Santarém,Salvaterra de Magos,Portugal,Santarém_Salvaterra de Magos,23100
2124,Santarém,Salvaterra de Magos,Portugal,Santarém_Salvaterra de Magos,23100
2005,Santarém,Santarém,Portugal,Santarém_Santarém,60672
2025,Santarém,Santarém,Portugal,Santarém_Santarém,60672
2000,Santarém,Santarém,Portugal,Santarém_Santarém,60672
2004,Santarém,Santarém,Portugal,Santarém_Santarém,60672
2009,Santarém,Santarém,Portugal,Santarém_Santarém,60672
2230,Santarém,Sardoal,Portugal,Santarém_Sardoal,3598
2305,Santarém,Tomar,Portugal,Santarém_Tomar,36658
2300,Santarém,Tomar,Portugal,Santarém_Tomar,36658
2350,Santarém,Torres Novas,Portugal,Santarém_Torres Novas,34560
2260,Santarém,Vila Nova da Barquinha,Portugal,Santarém_Vila Nova da Barquinha,7642
7580,Setúbal,Alcácer do Sal,Portugal,Setúbal_Alcácer do Sal,11069
7595,Setúbal,Alcácer do Sal,Portugal,Setúbal_Alcácer do Sal,11069
2890,Setúbal,Alcochete,Portugal,Setúbal_Alcochete,19962
2894,Setúbal,Alcochete,Portugal,Setúbal_Alcochete,19962
2800,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2804,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2805,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2809,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2825,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2829,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2820,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2821,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2810,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2814,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2815,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2819,Setúbal,Almada,Portugal,Setúbal_Almada,180302
2834,Setúbal,Barreiro,Portugal,Setúbal_Barreiro,79486
2830,Setúbal,Barreiro,Portugal,Setúbal_Barreiro,79486
2835,Setúbal,Barreiro,Portugal,Setúbal_Barreiro,79486
2839,Setúbal,Barreiro,Portugal,Setúbal_Barreiro,79486
7570,Setúbal,Grândola,Portugal,Setúbal_Grândola,14084
2860,Setúbal,Moita,Portugal,Setúbal_Moita,68400
2835,Setúbal,Moita,Portugal,Setúbal_Moita,68400
2864,Setúbal,Moita,Portugal,Setúbal_Moita,68400
2870,Setúbal,Montijo,Portugal,Setúbal_Montijo,58620
2985,Setúbal,Montijo,Portugal,Setúbal_Montijo,58620
2100,Setúbal,Montijo,Portugal,Setúbal_Montijo,58620
2965,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
2950,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
2954,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
2955,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
2951,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
2959,Setúbal,Palmela,Portugal,Setúbal_Palmela,72296
7540,Setúbal,Santiago do Cacém,Portugal,Setúbal_Santiago do Cacém,28186
7565,Setúbal,Santiago do Cacém,Portugal,Setúbal_Santiago do Cacém,28186
7555,Setúbal,Santiago do Cacém,Portugal,Setúbal_Santiago do Cacém,28186
7500,Setúbal,Santiago do Cacém,Portugal,Setúbal_Santiago do Cacém,28186
2840,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2865,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2845,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2848,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2844,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2855,Setúbal,Seixal,Portugal,Setúbal_Seixal,171683
2975,Setúbal,Sesimbra,Portugal,Setúbal_Sesimbra,55058
2970,Setúbal,Sesimbra,Portugal,Setúbal_Sesimbra,55058
2910,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
2914,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
2925,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
2929,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
2900,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
2904,Setúbal,Setúbal,Portugal,Setúbal_Setúbal,123405
7520,Setúbal,Sines,Portugal,Setúbal_Sines,14708
7555,Setúbal,Sines,Portugal,Setúbal_Sines,14708
4970,Viana do Castelo,Arcos de Valdevez,Portugal,Viana do Castelo_Arcos de Valdevez,20786
4974,Viana do Castelo,Arcos de Valdevez,Portugal,Viana do Castelo_Arcos de Valdevez,20786
4910,Viana do Castelo,Caminha,Portugal,Viana do Castelo_Caminha,16324
4914,Viana do Castelo,Caminha,Portugal,Viana do Castelo_Caminha,16324
4960,Viana do Castelo,Melgaço,Portugal,Viana do Castelo_Melgaço,7607
4964,Viana do Castelo,Melgaço,Portugal,Viana do Castelo_Melgaço,7607
4950,Viana do Castelo,Monção,Portugal,Viana do Castelo_Monção,17974
4940,Viana do Castelo,Paredes de Coura,Portugal,Viana do Castelo_Paredes de Coura,8693
4944,Viana do Castelo,Paredes de Coura,Portugal,Viana do Castelo_Paredes de Coura,8693
4980,Viana do Castelo,Ponte da Barca,Portugal,Viana do Castelo_Ponte da Barca,11142
4990,Viana do Castelo,Ponte de Lima,Portugal,Viana do Castelo_Ponte de Lima,41098
4924,Viana do Castelo,Vila Nova de Cerveira,Portugal,Viana do Castelo_Vila Nova de Cerveira,9259
4930,Viana do Castelo,Valença,Portugal,Viana do Castelo_Valença,14046
4900,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4905,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4925,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4935,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4939,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4904,Viana do Castelo,Viana do Castelo,Portugal,Viana do Castelo_Viana do Castelo,86518
4920,Viana do Castelo,Vila Nova de Cerveira,Portugal,Viana do Castelo_Vila Nova de Cerveira,9259
5070,Vila Real,Alijó,Portugal,Vila Real_Alijó,10343
5085,Vila Real,Alijó,Portugal,Vila Real_Alijó,10343
5460,Vila Real,Boticas,Portugal,Vila Real_Boticas,4892
5400,Vila Real,Chaves,Portugal,Vila Real_Chaves,37373
5425,Vila Real,Chaves,Portugal,Vila Real_Chaves,37373
5040,Vila Real,Mesão Frio,Portugal,Vila Real_Mesão Frio,3500
4880,Vila Real,Mondim de Basto,Portugal,Vila Real_Mondim de Basto,6407
5470,Vila Real,Montalegre,Portugal,Vila Real_Montalegre,9141
5090,Vila Real,Murça,Portugal,Vila Real_Murça,5240
5050,Vila Real,Peso da Régua,Portugal,Vila Real_Peso da Régua,14415
5054,Vila Real,Peso da Régua,Portugal,Vila Real_Peso da Régua,14415
5040,Vila Real,Peso da Régua,Portugal,Vila Real_Peso da Régua,14415
4870,Vila Real,Ribeira de Pena,Portugal,Vila Real_Ribeira de Pena,5849
5060,Vila Real,Sabrosa,Portugal,Vila Real_Sabrosa,5616
5085,Vila Real,Sabrosa,Portugal,Vila Real_Sabrosa,5616
5030,Vila Real,Santa Marta de Penaguião,Portugal,Vila Real_Santa Marta de Penaguião,5988
5430,Vila Real,Valpaços,Portugal,Vila Real_Valpaços,14574
5445,Vila Real,Valpaços,Portugal,Vila Real_Valpaços,14574
5450,Vila Real,Vila Pouca de Aguiar,Portugal,Vila Real_Vila Pouca de Aguiar,11763
5000,Vila Real,Vila Real,Portugal,Vila Real_Vila Real,49795
5004,Vila Real,Vila Real,Portugal,Vila Real_Vila Real,49795
5110,Viseu,Armamar,Portugal,Viseu_Armamar,5672
5114,Viseu,Armamar,Portugal,Viseu_Armamar,5672
3430,Viseu,Carregal do Sal,Portugal,Viseu_Carregal do Sal,9128
3600,Viseu,Castro Daire,Portugal,Viseu_Castro Daire,13677
4690,Viseu,Cinfães,Portugal,Viseu_Cinfães,17496
5100,Viseu,Lamego,Portugal,Viseu_Lamego,24146
3530,Viseu,Mangualde,Portugal,Viseu_Mangualde,18461
3534,Viseu,Mangualde,Portugal,Viseu_Mangualde,18461
3620,Viseu,Moimenta da Beira,Portugal,Viseu_Moimenta da Beira,9675
3624,Viseu,Moimenta da Beira,Portugal,Viseu_Moimenta da Beira,9675
3450,Viseu,Mortágua,Portugal,Viseu_Mortágua,9002
3525,Viseu,Nelas,Portugal,Viseu_Nelas,13239
3520,Viseu,Nelas,Portugal,Viseu_Nelas,13239
3475,Viseu,Oliveira de Frades,Portugal,Viseu_Oliveira de Frades,9693
3680,Viseu,Oliveira de Frades,Portugal,Viseu_Oliveira de Frades,9693
3550,Viseu,Penalva do Castelo,Portugal,Viseu_Penalva do Castelo,7311
3630,Viseu,Penedono,Portugal,Viseu_Penedono,2798
4660,Viseu,Resende,Portugal,Viseu_Resende,9811
4664,Viseu,Resende,Portugal,Viseu_Resende,9811
3440,Viseu,Santa Comba Dão,Portugal,Viseu_Santa Comba Dão,10865
5130,Viseu,São João da Pesqueira,Portugal,Viseu_São João da Pesqueira,6774
3660,Viseu,São Pedro do Sul,Portugal,Viseu_São Pedro do Sul,15132
3560,Viseu,Sátão,Portugal,Viseu_Sátão,11087
3650,Viseu,Sátão,Portugal,Viseu_Sátão,11087
3640,Viseu,Sernancelhe,Portugal,Viseu_Sernancelhe,5766
3620,Viseu,Sernancelhe,Portugal,Viseu_Sernancelhe,5766
5120,Viseu,Tabuaço,Portugal,Viseu_Tabuaço,5048
3610,Viseu,Tarouca,Portugal,Viseu_Tarouca,7547
3465,Viseu,Tondela,Portugal,Viseu_Tondela,25738
3460,Viseu,Tondela,Portugal,Viseu_Tondela,25738
3475,Viseu,Tondela,Portugal,Viseu_Tondela,25738
3464,Viseu,Tondela,Portugal,Viseu_Tondela,25738
3650,Viseu,Vila Nova de Paiva,Portugal,Viseu_Vila Nova de Paiva,4722
3654,Viseu,Vila Nova de Paiva,Portugal,Viseu_Vila Nova de Paiva,4722
3515,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3519,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3510,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3503,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3505,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3500,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3504,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3514,Viseu,Viseu,Portugal,Viseu_Viseu,101172
3670,Viseu,Vouzela,Portugal,Viseu_Vouzela,9709
