year,month,date,postcodes,energy_kwh,energy_standardized
2023,1,2023-01,1000,13064590.186,2.071270465952709
2023,2,2023-02,1000,11791621.134,0.3960701125132101
2023,3,2023-03,1000,11677077.598,0.2453332413458109
2023,4,2023-04,1000,10159870.452,-1.7512792789875828
2023,5,2023-05,1000,10810723.143,-0.8947709009659564
2023,6,2023-06,1000,11104786.487,-0.5077897587076751
2023,7,2023-07,1000,11518000.587,0.03599125881087433
2023,8,2023-08,1000,11287512.365,-0.2673263672943359
2023,9,2023-09,1000,11087458.007,-0.5305936719488982
2023,10,2023-10,1000,11549765.017,0.07779257698055345
2023,11,2023-11,1000,11288401.982,-0.2661556501347276
2023,12,2023-12,1000,12548007.042,1.3914579724360254
2023,1,2023-01,1050,21471424.297,0.5870515297557597
2023,2,2023-02,1050,19425628.126,-1.3946302581899843
2023,3,2023-03,1050,20386995.81,-0.46339142906892833
2023,4,2023-04,1050,19317524.252,-1.4993462026955708
2023,5,2023-05,1050,20471496.585,-0.38153887246601276
2023,6,2023-06,1050,21141962.93,0.267915342059959
2023,7,2023-07,1050,22429570.611,1.5151699452443526
2023,8,2023-08,1050,22425864.291,1.5115797797389054
2023,9,2023-09,1050,21272011.364,0.3938881133760242
2023,10,2023-10,1050,21371327.887,0.49009209872955384
2023,11,2023-11,1050,19805366.023,-1.0267931855895995
2023,12,2023-12,1050,20865382.824,3.1391055519219823e-6
2023,1,2023-01,1070,15381701.005,1.6217114263528034
2023,2,2023-02,1070,13896391.682,-0.791810637169647
2023,3,2023-03,1070,14279583.827,-0.16915064156818366
2023,4,2023-04,1070,13221606.638,-1.8882883651485793
2023,5,2023-05,1070,13859565.737,-0.8516501799445124
2023,6,2023-06,1070,14196495.111,-0.30416389853119186
2023,7,2023-07,1070,14699747.179,0.513584937231889
2023,8,2023-08,1070,14842960.689,0.7462967103468365
2023,9,2023-09,1070,14279691.011,-0.16897647518758424
2023,10,2023-10,1070,14796410.517,0.6706559899642035
2023,11,2023-11,1070,13984944.939,-0.6479178895400867
2023,12,2023-12,1070,15165074.665,1.2697090231940376
2023,1,2023-01,1100,10579185.63,0.308411151650949
2023,2,2023-02,1100,9796420.255,-0.9165609143633
2023,3,2023-03,1100,9952979.294,-0.6715571679251875
2023,4,2023-04,1100,9279935.408,-1.7248229176419256
2023,5,2023-05,1100,9917989.177,-0.7263142091542671
2023,6,2023-06,1100,10470872.236,0.13890840374874794
2023,7,2023-07,1100,11301549.02,1.4388584127620516
2023,8,2023-08,1100,11390874.709,1.578646754578369
2023,9,2023-09,1100,10732011.988,0.5475735181527787
2023,10,2023-10,1100,10641299.384,0.4056147531327843
2023,11,2023-11,1100,9810733.024,-0.8941624501845364
2023,12,2023-12,1100,10711455.875,0.5154046652435245
2023,1,2023-01,1150,10457199.87,1.8274641555402886
2023,2,2023-02,1150,9589906.295,0.20691595643384367
2023,3,2023-03,1150,9395495.007,-0.15634381134936134
2023,4,2023-04,1150,8465332.913,-1.8943625742679946
2023,5,2023-05,1150,8933495.691,-1.0195949423544648
2023,6,2023-06,1150,9279262.224,-0.37352612723101664
2023,7,2023-07,1150,9776627.791,0.5558072578334424
2023,8,2023-08,1150,9806481.335,0.6115889543208719
2023,9,2023-09,1150,9346781.459,-0.2473656461225327
2023,10,2023-10,1150,9497226.148,0.03374201667097789
2023,11,2023-11,1150,9069098.095,-0.7662202628559956
2023,12,2023-12,1150,10133108.172,1.2218950233819552
2023,1,2023-01,1170,7204438.591,1.7968883983722705
2023,2,2023-02,1170,6597993.628,1.0287172807816694
2023,3,2023-03,1170,6057607.428,0.34422141304282367
2023,4,2023-04,1170,5005045.08,-0.9890372411261728
2023,5,2023-05,1170,5140494,-0.8174669345015965
2023,6,2023-06,1170,5155154.273,-0.7988970741157773
2023,7,2023-07,1170,5322343.857,-0.5871215339984007
2023,8,2023-08,1170,5265561.335,-0.6590467638965551
2023,9,2023-09,1170,5177050.564,-0.7711615014673502
2023,10,2023-10,1170,5542499.216,-0.30825535737127285
2023,11,2023-11,1170,5846971.045,0.07741272370368558
2023,12,2023-12,1170,7115116.983,1.6837465905766809
2023,1,2023-01,1200,18473839.04,1.4067059804517839
2023,2,2023-02,1200,16958546.966,-0.22863490357239097
2023,3,2023-03,1200,17074775.686,-0.10319797891927468
2023,4,2023-04,1200,15318417.597,-1.998703300442042
2023,5,2023-05,1200,16183560.726,-1.0650193238265206
2023,6,2023-06,1200,16863323.985,-0.33140191238864314
2023,7,2023-07,1200,17844060.041,0.727032825265389
2023,8,2023-08,1200,17769550.349,0.6466201129742195
2023,9,2023-09,1200,16980455.338,-0.20499084375794446
2023,10,2023-10,1200,17300444.552,0.14034947252814406
2023,11,2023-11,1200,16667165.854,-0.5431006448391292
2023,12,2023-12,1200,18610635.866,1.5543405165264068
2023,1,2023-01,1250,13673786.558,1.1853838136479016
2023,2,2023-02,1250,12435531.612,-0.719489727182371
2023,3,2023-03,1250,12576224.566,-0.5030542618352772
2023,4,2023-04,1250,11567113.891,-2.055422964893035
2023,5,2023-05,1250,12449234.139,-0.6984104000138174
2023,6,2023-06,1250,13021698.234,0.18224161043318546
2023,7,2023-07,1250,13721232.943,1.2583731149921062
2023,8,2023-08,1250,13660193.316,1.1644726054160681
2023,9,2023-09,1250,13013776.05,0.1700544927996686
2023,10,2023-10,1250,13160954.457,0.3964668759534753
2023,11,2023-11,1250,12348247.964,-0.8537628121875515
2023,12,2023-12,1250,13210800.47,0.4731476528696551
2023,1,2023-01,1300,11594278.74,1.7254954528406816
2023,2,2023-02,1300,10457466.861,-0.11243873160462625
2023,3,2023-03,1300,10442248.964,-0.13704218062582307
2023,4,2023-04,1300,9405404.61,-1.8133544336628196
2023,5,2023-05,1300,9898428.752,-1.0162604367776773
2023,6,2023-06,1300,10192395.073,-0.540992047678162
2023,7,2023-07,1300,10665902.295,0.2245480790322234
2023,8,2023-08,1300,10606065.091,0.12780661743703955
2023,9,2023-09,1300,10312173.178,-0.34734147294874645
2023,10,2023-10,1300,10695210.314,0.27193165321325236
2023,11,2023-11,1300,10439238.07,-0.1419100264942248
2023,12,2023-12,1300,11615347.052,1.7595575272688795
2023,1,2023-01,1349,59636.29,2.3956403553152823
2023,2,2023-02,1349,53815.674,1.1585332180124983
2023,3,2023-03,1349,50843.746,0.5268830042980073
2023,4,2023-04,1349,43786.023,-0.9731574547197342
2023,5,2023-05,1349,44662.171,-0.7869419503584156
2023,6,2023-06,1349,45151.096,-0.6830263841871105
2023,7,2023-07,1349,47829.612,-0.11373762489089397
2023,8,2023-08,1349,48126.549,-0.050626970961949985
2023,9,2023-09,1349,44773.272,-0.7633286695542069
2023,10,2023-10,1349,45305.116,-0.6502911476954093
2023,11,2023-11,1349,45678.185,-0.5709994846469609
2023,12,2023-12,1349,50769.266,0.5110531093888935
2023,1,2023-01,1350,8450748.307,1.8915960510500391
2023,2,2023-02,1350,7740899.107,0.6073619529414895
2023,3,2023-03,1350,7581681.556,0.3193111838323085
2023,4,2023-04,1350,6610842.458,-1.437096618597486
2023,5,2023-05,1350,6945570.977,-0.831517605887215
2023,6,2023-06,1350,7040403.595,-0.6599497832447406
2023,7,2023-07,1350,7259255.448,-0.2640107414639794
2023,8,2023-08,1350,7164284.478,-0.43582886565774304
2023,9,2023-09,1350,6968858.29,-0.7893870218026987
2023,10,2023-10,1350,7374823.954,-0.0549282827211048
2023,11,2023-11,1350,7383034.496,-0.040074060161788216
2023,12,2023-12,1350,8341818.334,1.6945237917129237
2023,1,2023-01,1400,7815507.759,1.8578780690863166
2023,2,2023-02,1400,7023560.561,0.6433608931898526
2023,3,2023-03,1400,6840732.559,0.3629788813277027
2023,4,2023-04,1400,5831298.597,-1.1850724128473658
2023,5,2023-05,1400,5954128.179,-0.9967029894515618
2023,6,2023-06,1400,6015998.203,-0.901820139924608
2023,7,2023-07,1400,6346112.822,-0.3955617987087619
2023,8,2023-08,1400,6280430.154,-0.49629165626260424
2023,9,2023-09,1400,6171291.046,-0.663665594276107
2023,10,2023-10,1400,6521499.983,-0.12659093801986676
2023,11,2023-11,1400,6735064.009,0.2009273338871936
2023,12,2023-12,1400,7712925.986,1.7005603519998143
2023,1,2023-01,1495,8326071.096,1.9917036232262975
2023,2,2023-02,1495,7425657.152,0.4474579837665628
2023,3,2023-03,1495,7404028.106,0.410363311706293
2023,4,2023-04,1495,6515848.947,-1.112899186041925
2023,5,2023-05,1495,6797844.553,-0.6292655330825189
2023,6,2023-06,1495,6778001.058,-0.6632979143329265
2023,7,2023-07,1495,7019258.681,-0.24953151856932418
2023,8,2023-08,1495,6786593.776,-0.6485610620317961
2023,9,2023-09,1495,6619549.055,-0.9350493863385749
2023,10,2023-10,1495,7017546.679,-0.25246766992600156
2023,11,2023-11,1495,7086845.84,-0.13361685924545466
2023,12,2023-12,1495,8199811.969,1.7751642108693702
2023,1,2023-01,1500,27963490.852,0.5905670298704433
2023,2,2023-02,1500,27192027.015,0.21673008283916018
2023,3,2023-03,1500,26099984.343,-0.31245337197567
2023,4,2023-04,1500,22970844.507,-1.8287760134531705
2023,5,2023-05,1500,24033526.361,-1.3138202619175299
2023,6,2023-06,1500,24586305.922,-1.04595362507149
2023,7,2023-07,1500,26047653.311,-0.3378120113565533
2023,8,2023-08,1500,28515899.435,0.858253897715936
2023,9,2023-09,1500,27492682.757,0.36242223236852883
2023,10,2023-10,1500,28381180.417,0.7929715811889305
2023,11,2023-11,1500,27610095.761,0.419318378178578
2023,12,2023-12,1500,30043606.319,1.5985520816128354
2023,1,2023-01,1600,28372416.841,1.6652767414621779
2023,2,2023-02,1600,25823219.26,0.151706531391018
2023,3,2023-03,1600,25613950.777,0.02745467106588159
2023,4,2023-04,1600,22608550.883,-1.75698282519323
2023,5,2023-05,1600,23776411.625,-1.0635727726427364
2023,6,2023-06,1600,24464089.484,-0.655268320580761
2023,7,2023-07,1600,25334148.129,-0.13867641107083278
2023,8,2023-08,1600,25781684.681,0.12704563341637523
2023,9,2023-09,1600,24815013.022,-0.44690965231260155
2023,10,2023-10,1600,26102923.675,0.3177792882949012
2023,11,2023-11,1600,25530657.385,-0.022000262426374616
2023,12,2023-12,1600,28589464.398,1.7941473785961781
2023,1,2023-01,1675,3533832.218,1.6029487110050538
2023,2,2023-02,1675,3171347.615,0.5935157320931543
2023,3,2023-03,1675,3074338.044,0.32336726391809223
2023,4,2023-04,1675,2622278.729,-0.9355098779210151
2023,5,2023-05,1675,2666628.912,-0.812005218770077
2023,6,2023-06,1675,2645090.482,-0.8719845982417772
2023,7,2023-07,1675,2737823.82,-0.6137444168738969
2023,8,2023-08,1675,2703881.177,-0.7082665647170505
2023,9,2023-09,1675,2689947.567,-0.7470683381796794
2023,10,2023-10,1675,2907357.773,-0.14163287948123052
2023,11,2023-11,1675,3056567.121,0.27387949093838193
2023,12,2023-12,1675,3689519.542,2.036500696230043
2023,1,2023-01,1685,5215979.614,1.6096967160993534
2023,2,2023-02,1685,4625097.718,0.38839194315387443
2023,3,2023-03,1685,4599365.885,0.3352063392755375
2023,4,2023-04,1685,3995358.636,-0.9132274697328342
2023,5,2023-05,1685,4063100.681,-0.7732101778718776
2023,6,2023-06,1685,4001088.398,-0.9013845181619474
2023,7,2023-07,1685,4068784.402,-0.7614623892996072
2023,8,2023-08,1685,4088959.989,-0.7197610935467972
2023,9,2023-09,1685,4085905.649,-0.7260741656606161
2023,10,2023-10,1685,4439892.744,0.005588340182352824
2023,11,2023-11,1685,4647401.097,0.4344912117385252
2023,12,2023-12,1685,5415333.643,2.021745263824044
2023,1,2023-01,1700,21804492.188,1.5954659803107745
2023,2,2023-02,1700,19712930.219,-0.698234113106227
2023,3,2023-03,1700,20372481.965,0.025059733232372473
2023,4,2023-04,1700,18866597.804,-1.6263599674290898
2023,5,2023-05,1700,19295652.742,-1.1558391958919498
2023,6,2023-06,1700,20005529.082,-0.3773571563896729
2023,7,2023-07,1700,20973862.451,0.6845603826809114
2023,8,2023-08,1700,21222951.287,0.957722304187589
2023,9,2023-09,1700,19985627.992,-0.39918157883981153
2023,10,2023-10,1700,20685351.927,0.36816688076282955
2023,11,2023-11,1700,19730902.603,-0.6785247956340631
2023,12,2023-12,1700,21539187.95,1.3045215261163454
2023,1,2023-01,1749,81.678,0.602775550133093
2023,2,2023-02,1749,71.643,-0.1765818599664078
2023,3,2023-03,1749,58.873,-1.1683500838797742
2023,4,2023-04,1749,38.806,-2.7268319123268783
2023,5,2023-05,1749,81.065,0.5551675688285596
2023,6,2023-06,1749,78.935,0.3897434249808332
2023,7,2023-07,1749,81.872,0.6178423500891773
2023,8,2023-08,1749,81.032,0.5526046595576791
2023,9,2023-09,1749,74.596,0.05275968781872714
2023,10,2023-10,1749,77.984,0.31588503962910114
2023,11,2023-11,1749,77.85,0.3054780747109812
2023,12,2023-12,1749,82.666,0.6795075004249024
2023,1,2023-01,1750,9808684.324,1.8759683438207853
2023,2,2023-02,1750,8842300.266,0.8332119153714985
2023,3,2023-03,1750,8471540.553,0.4331514311982748
2023,4,2023-04,1750,7121144.551,-1.0239650230527924
2023,5,2023-05,1750,7299530.115,-0.8314818254423945
2023,6,2023-06,1750,7330241.191,-0.7983436836668871
2023,7,2023-07,1750,7542653.305,-0.5691448516700092
2023,8,2023-08,1750,7456481.588,-0.6621266337145367
2023,9,2023-09,1750,7289849.459,-0.8419275340527973
2023,10,2023-10,1750,7937615.103,-0.14296961580287346
2023,11,2023-11,1750,8141608.955,0.07714566732520638
2023,12,2023-12,1750,9599712.616,1.6504818096865206
2023,1,2023-01,1800,14112901.858,1.7702389717545468
2023,2,2023-02,1800,12805140.92,-0.3711508729602961
2023,3,2023-03,1800,13029698.273,-0.0034500024895443952
2023,4,2023-04,1800,11865214.097,-1.9102316751636792
2023,5,2023-05,1800,12541357.956,-0.8030816210848288
2023,6,2023-06,1800,12809851.896,-0.3634368972083342
2023,7,2023-07,1800,13279657.277,0.40584473725029524
2023,8,2023-08,1800,13281144.954,0.40828073019628897
2023,9,2023-09,1800,12623757.999,-0.6681558788049615
2023,10,2023-10,1800,13204975.263,0.2835568620618617
2023,11,2023-11,1800,12857432.529,-0.2855261098842195
2023,12,2023-12,1800,13970529.526,1.53711175633288
2023,1,2023-01,1885,3048040.967,2.177327652323092
2023,2,2023-02,1885,2801983.406,1.0677027861805066
2023,3,2023-03,1885,2668894.92,0.4675249543646852
2023,4,2023-04,1885,2331800.875,-1.0526394049032146
2023,5,2023-05,1885,2395184.782,-0.7668023876027417
2023,6,2023-06,1885,2414676.05,-0.6789042732040182
2023,7,2023-07,1885,2544968.442,-0.09133574881147943
2023,8,2023-08,1885,2563995.338,-0.005531773346124515
2023,9,2023-09,1885,2377905.15,-0.8447268751375643
2023,10,2023-10,1885,2441705.356,-0.5570125096252623
2023,11,2023-11,1885,2394058.312,-0.7718823336035227
2023,12,2023-12,1885,2799450.402,1.0562799133656418
2023,1,2023-01,1900,8844352.475,1.9722869914046557
2023,2,2023-02,1900,8004080.305,0.9968661965157551
2023,3,2023-03,1900,7527804.943,0.4439871309291386
2023,4,2023-04,1900,6341498.878,-0.9331233413882108
2023,5,2023-05,1900,6543486.646,-0.6986480412953909
2023,6,2023-06,1900,6451416.753,-0.8055263736045476
2023,7,2023-07,1900,6601291.491,-0.6315459166845874
2023,8,2023-08,1900,6581631.931,-0.6543675027456448
2023,9,2023-09,1900,6438479.727,-0.8205441793048339
2023,10,2023-10,1900,6843782.896,-0.350052410813953
2023,11,2023-11,1900,7117920.384,-0.03182289423504934
2023,12,2023-12,1900,8448262.571,1.5124903412226705
2023,1,2023-01,1950,9467092.148,1.6682274419102527
2023,2,2023-02,1950,8600607.922,-0.12504132810066831
2023,3,2023-03,1950,8763916.55,0.21294089209237654
2023,4,2023-04,1950,7730008.718,-1.9268264234124521
2023,5,2023-05,1950,8270583.917,-0.808056348757753
2023,6,2023-06,1950,8305839.997,-0.7350906497641665
2023,7,2023-07,1950,8593032.601,-0.1407191513829455
2023,8,2023-08,1950,8656607.831,-0.009144367810068041
2023,9,2023-09,1950,8468718.792,-0.3979980084833439
2023,10,2023-10,1950,8909623.838,0.5144955208934148
2023,11,2023-11,1950,8696486.839,0.07338890571015264
2023,12,2023-12,1950,9469796.099,1.6738235171052083
2023,1,2023-01,1990,17005227.082,0.7105066839021386
2023,2,2023-02,1990,13216092.044,-1.9830158103378297
2023,3,2023-03,1990,16173978.103,0.11960986951140704
2023,4,2023-04,1990,15971466.241,-0.024346534833404206
2023,5,2023-05,1990,17049563.849,0.7420236602143401
2023,6,2023-06,1990,17728490.843,1.2246417543034223
2023,7,2023-07,1990,18077251.582,1.4725597847202245
2023,8,2023-08,1990,16330586.816,0.23093582834609722
2023,9,2023-09,1990,15459305.65,-0.3884180336549083
2023,10,2023-10,1990,15943478.022,-0.04424207740293135
2023,11,2023-11,1990,14530874.902,-1.0483969151154109
2023,12,2023-12,1990,14582276.028,-1.0118582096531372
2023,1,2023-01,2000,7192641.037,0.30225835003260154
2023,2,2023-02,2000,6512581.499,-0.781565647610457
2023,3,2023-03,2000,6509511.912,-0.7864577075957306
2023,4,2023-04,2000,6144149.37,-1.3687430351775483
2023,5,2023-05,2000,6815684.588,-0.2985044106721986
2023,6,2023-06,2000,7178077.594,0.2790483101320851
2023,7,2023-07,2000,8251017.763,1.9890137443605806
2023,8,2023-08,2000,8021842.046,1.6237719855402601
2023,9,2023-09,2000,6836860.186,-0.2647564518620957
2023,10,2023-10,2000,6714881.045,-0.4591569607006118
2023,11,2023-11,2000,6548254.685,-0.7247126032830585
2023,12,2023-12,2000,7310319.275,0.4898044268361773
2023,1,2023-01,2005,13348668.56,0.8421622334767619
2023,2,2023-02,2005,11616298.875,-1.0955371959660911
2023,3,2023-03,2005,12134277.548,-0.516164913117776
2023,4,2023-04,2005,11031639.193,-1.749493878560453
2023,5,2023-05,2005,12528516.198,-0.07519898431873843
2023,6,2023-06,2005,12647129.626,0.05747314320112154
2023,7,2023-07,2005,13064760.029,0.5246033409978388
2023,8,2023-08,2005,14104849.405,1.6879696870469922
2023,9,2023-09,2005,12564205.619,-0.035279461766688044
2023,10,2023-10,2005,11931262.813,-0.7432420431230811
2023,11,2023-11,2005,12322628.59,-0.30548949563702876
2023,12,2023-12,2005,13854723.544,1.4081975677671505
2023,1,2023-01,2025,6716711.479,2.203102475242172
2023,2,2023-02,2025,5862173.743,-0.41598487864958483
2023,3,2023-03,2025,6193938.96,0.6008480214083881
2023,4,2023-04,2025,5709190.385,-0.8848661947272344
2023,5,2023-05,2025,5936176.515,-0.1891725143350678
2023,6,2023-06,2025,5869214.918,-0.39440426070594575
2023,7,2023-07,2025,5931599.549,-0.20320053587792516
2023,8,2023-08,2025,5588847.488,-1.2537072024266274
2023,9,2023-09,2025,5582147.168,-1.2742431280384938
2023,10,2023-10,2025,6082985.236,0.26078405096765245
2023,11,2023-11,2025,6167518.027,0.5198700510003945
2023,12,2023-12,2025,6334277.532,1.0309741161422863
2023,1,2023-01,2040,14928602.248,1.2496540820088493
2023,2,2023-02,2040,13450530.82,-0.6874650558137487
2023,3,2023-03,2040,14213361.765,0.3122798783551559
2023,4,2023-04,2040,12572078.673,-1.8387399085572322
2023,5,2023-05,2040,13547417.198,-0.5604884743963888
2023,6,2023-06,2040,13555089.296,-0.5504336370038828
2023,7,2023-07,2040,14207109.132,0.3040853521525402
2023,8,2023-08,2040,15512249.541,2.0145659256390833
2023,9,2023-09,2040,13608525.51,-0.4804016271623508
2023,10,2023-10,2040,14460440.399,0.6360942363094892
2023,11,2023-11,2040,13788076.06,-0.24508769035064834
2023,12,2023-12,2040,13857530.164,-0.15406308118086628
2023,1,2023-01,2050,12047771.073,-0.13479512228260218
2023,2,2023-02,2050,11090100.498,-1.0076842523430622
2023,3,2023-03,2050,11568389.965,-0.5717371869686136
2023,4,2023-04,2050,10782560.112,-1.287998451193745
2023,5,2023-05,2050,11509730.494,-0.625203604281264
2023,6,2023-06,2050,11677001.786,-0.472740642204802
2023,7,2023-07,2050,13308420.907,1.0142508708148896
2023,8,2023-08,2050,14701691.244,2.284176630414399
2023,9,2023-09,2050,13256815.066,0.9672136339690898
2023,10,2023-10,2050,12507588.923,0.2843155965287911
2023,11,2023-11,2050,11909726.234,-0.2606190147249981
2023,12,2023-12,2050,11988105.626,-0.1891784577280908
2023,1,2023-01,2065,1270041.938,1.33848631278869
2023,2,2023-02,2065,1134681.401,-0.16403327307698973
2023,3,2023-03,2065,1098068.016,-0.5704466139707296
2023,4,2023-04,2065,1015376.5,-1.4883332087537076
2023,5,2023-05,2065,1090482.66,-0.6546450532526599
2023,6,2023-06,2065,1113219.485,-0.4022633352124846
2023,7,2023-07,2065,1189296.634,0.4422029246201101
2023,8,2023-08,2065,1181875.794,0.3598306343596512
2023,9,2023-09,2065,1090146.575,-0.6583756405139649
2023,10,2023-10,2065,1120029.85,-0.32666739694139085
2023,11,2023-11,2065,1136117.725,-0.14808988965461922
2023,12,2023-12,2065,1354171.422,2.2723345396081003
2023,1,2023-01,2070,8380961.801,0.14511514994996405
2023,2,2023-02,2070,7714588.001,-0.5461029849406981
2023,3,2023-03,2070,7647142.556,-0.616062990420762
2023,4,2023-04,2070,7286075.423,-0.9905917462670728
2023,5,2023-05,2070,7812713.024,-0.44431957841396585
2023,6,2023-06,2070,8194438.195,-0.048362593401290954
2023,7,2023-07,2070,9756831.719,1.5722814619690275
2023,8,2023-08,2070,10443590.238,2.2846443169063813
2023,9,2023-09,2070,8552398.151,0.32294314093559884
2023,10,2023-10,2070,7476582.621,-0.7929818911305022
2023,11,2023-11,2070,7438863.755,-0.8321070251119269
2023,12,2023-12,2070,8188564.516,-0.054455260074750766
2023,1,2023-01,2080,6379852.39,-0.09055093593803742
2023,2,2023-02,2080,5771713.925,-0.7413645267134071
2023,3,2023-03,2080,5792386.074,-0.7192417433441072
2023,4,2023-04,2080,5489012.479,-1.0439040860038213
2023,5,2023-05,2080,6214546.01,-0.2674574217757285
2023,6,2023-06,2080,6838973.122,0.40078784525932815
2023,7,2023-07,2080,7970834.421,1.612075666466073
2023,8,2023-08,2080,8438833.984,2.1129163361601586
2023,9,2023-09,2080,6734630.399,0.289123041706884
2023,10,2023-10,2080,5731780.491,-0.7841002243699118
2023,11,2023-11,2080,5617176.111,-0.9067467799802127
2023,12,2023-12,2080,6593849.272,0.13846282853277803
2023,1,2023-01,2090,3278029.767,-0.29096108361311573
2023,2,2023-02,2090,2404031.302,-1.4359084508402684
2023,3,2023-03,2090,2511315.882,-1.2953644998676874
2023,4,2023-04,2090,2646578.941,-1.1181684411936703
2023,5,2023-05,2090,3739422.382,0.31346819281851
2023,6,2023-06,2090,4037501.726,0.7039553318749799
2023,7,2023-07,2090,4676698.897,1.5413104845244692
2023,8,2023-08,2090,4726118.912,1.6060512344553928
2023,9,2023-09,2090,3890097.758,0.5108545521379866
2023,10,2023-10,2090,3276291.45,-0.2932382975354033
2023,11,2023-11,2090,3414199.938,-0.11257669848571018
2023,12,2023-12,2090,3401340.787,-0.12942232427548372
2023,1,2023-01,2100,8837640.589,0.5872782445118668
2023,2,2023-02,2100,8194394.031,-0.42548580418348214
2023,3,2023-03,2100,8490545.865,0.040792525175869135
2023,4,2023-04,2100,7622480.265,-1.3259394388825516
2023,5,2023-05,2100,8310568.7,-0.24257378286135337
2023,6,2023-06,2100,8674950.55,0.33112977308849806
2023,7,2023-07,2100,10144860.27,2.6454394273406194
2023,8,2023-08,2100,8690616.348,0.35579489847657986
2023,9,2023-09,2100,8500171.516,0.055947698813174455
2023,10,2023-10,2100,8086856.583,-0.5947988924050074
2023,11,2023-11,2100,8106489.826,-0.5638871954477415
2023,12,2023-12,2100,7916068.457,-0.8636974536264587
2023,1,2023-01,2120,3464500.337,0.5417095691137304
2023,2,2023-02,2120,3148792.599,-0.6275017137939907
2023,3,2023-03,2120,3186449.697,-0.4880401214298464
2023,4,2023-04,2120,3166706.627,-0.5611578104338368
2023,5,2023-05,2120,3346707.682,0.1054690697767886
2023,6,2023-06,2120,3457100.058,0.514302924733463
2023,7,2023-07,2120,3861722.423,2.012806057636737
2023,8,2023-08,2120,3618791.18,1.1131196828719945
2023,9,2023-09,2120,3199571.003,-0.43944587689573034
2023,10,2023-10,2120,3001654.706,-1.1724211564681173
2023,11,2023-11,2120,2904909.459,-1.5307134019375468
2023,12,2023-12,2120,3461844.229,0.5318727768263602
2023,1,2023-01,2125,2849476.631,-0.22685376669983146
2023,2,2023-02,2125,2573920.537,-1.036570952455352
2023,3,2023-03,2125,2747397.606,-0.5268113530040825
2023,4,2023-04,2125,2788060.869,-0.407323003455927
2023,5,2023-05,2125,2987999.913,0.18019468733529664
2023,6,2023-06,2125,3168005.444,0.7091380682127598
2023,7,2023-07,2125,3639392.158,2.0943004063849
2023,8,2023-08,2125,3389127.388,1.358901372683426
2023,9,2023-09,2125,2761317.671,-0.48590746409450225
2023,10,2023-10,2125,2579610.718,-1.019850446372988
2023,11,2023-11,2125,2556284.583,-1.0883939219048817
2023,12,2023-12,2125,3079537.482,0.44917637337117683
2023,1,2023-01,2130,5619146.509,-0.45667161953723007
2023,2,2023-02,2130,5229189.588,-0.6335944308917125
2023,3,2023-03,2130,5403075.704,-0.5547025870969164
2023,4,2023-04,2130,4863780.632,-0.799379871047105
2023,5,2023-05,2130,5452475.917,-0.532289792003916
2023,6,2023-06,2130,5627159.65,-0.45303607069284885
2023,7,2023-07,2130,7443427.442,0.371001628418123
2023,8,2023-08,2130,11535435.76,2.227539047602661
2023,9,2023-09,2130,10613234.825,1.809138005673384
2023,10,2023-10,2130,6750884.237,0.056795919493049296
2023,11,2023-11,2130,5160057.347,-0.6649596145165871
2023,12,2023-12,2130,5810531.389,-0.3698406154009027
2023,1,2023-01,2135,6670747.481,0.4313414532382267
2023,2,2023-02,2135,6101787.468,-0.8823676932635938
2023,3,2023-03,2135,6307478.564,-0.4074340107638638
2023,4,2023-04,2135,5846799.633,-1.4711258545268482
2023,5,2023-05,2135,6219932.317,-0.6095752909908949
2023,6,2023-06,2135,6602722.737,0.27427465356975006
2023,7,2023-07,2135,7342004.567,1.9812510310354985
2023,8,2023-08,2135,7089460.403,1.398135222258167
2023,9,2023-09,2135,6538699.536,0.12644727937777175
2023,10,2023-10,2135,6197739.204,-0.6608184273647835
2023,11,2023-11,2135,6152900.918,-0.7643484911403989
2023,12,2023-12,2135,6736958.372,0.5842201285709625
2023,1,2023-01,2140,4596150.068,-0.44495963441295805
2023,2,2023-02,2140,4168912.818,-0.9374620947644651
2023,3,2023-03,2140,4468679.009,-0.5919033060640425
2023,4,2023-04,2140,4665937.609,-0.36451127546396245
2023,5,2023-05,2140,5344976.788,0.41825864062497203
2023,6,2023-06,2140,5619077.708,0.7342315046123972
2023,7,2023-07,2140,6829894.578,2.130014029451022
2023,8,2023-08,2140,6286042.685,1.5030827509416587
2023,9,2023-09,2140,4806103.19,-0.2029338533194782
2023,10,2023-10,2140,4637925.47,-0.3968025781937891
2023,11,2023-11,2140,4083375.873,-1.0360657531848192
2023,12,2023-12,2140,4278661.204,-0.8109484302265372
2023,1,2023-01,2150,2192508.763,-0.5033889835209763
2023,2,2023-02,2150,2016359.581,-0.7344269442072379
2023,3,2023-03,2150,2026949.935,-0.720536594202061
2023,4,2023-04,2150,2163572.105,-0.5413424180898394
2023,5,2023-05,2150,2819124.18,0.31848226467052343
2023,6,2023-06,2150,3417590.436,1.1034329624590737
2023,7,2023-07,2150,4231134.904,2.1704810899622133
2023,8,2023-08,2150,3595277.057,1.3364874341912936
2023,9,2023-09,2150,2284397.363,-0.38286753395605205
2023,10,2023-10,2150,2021491.918,-0.7276953507898205
2023,11,2023-11,2150,1975256.785,-0.7883375332802173
2023,12,2023-12,2150,2171999.973,-0.5302883932368994
