"month","postcodes","energy_standardized","centroid","energy_centroid","sbd_condition"
8,1300,0.12780661743704,2,0.476026090329549,"Normal"
9,1300,-0.347341472948746,2,-0.544614589685897,"Normal"
10,1300,0.271931653213253,2,-0.0649799831600339,"Normal"
11,1300,-0.141910026494225,2,0.237025741251988,"Normal"
12,1300,1.75955752726888,2,1.98443434214516,"Normal"
1,1349,2.39564035531528,1,1.6617721496928,"Outlier"
2,1349,1.1585332180125,1,0.14883508906083,"Outlier"
3,1349,0.526883004298007,1,0.221562071401455,"Outlier"
4,1349,-0.973157454719734,1,-1.24038251643726,"Outlier"
5,1349,-0.786941950358416,1,-0.991457197131463,"Outlier"
6,1349,-0.68302638418711,1,-0.967612509075489,"Outlier"
7,1349,-0.113737624890894,1,-0.311343088371728,"Outlier"
8,1349,-0.05062697096195,1,-0.14051209111049,"Outlier"
9,1349,-0.763328669554207,1,-0.722294236174756,"Outlier"
10,1349,-0.650291147695409,1,-0.0334922963371417,"Outlier"
11,1349,-0.570999484646961,1,0.396950070463912,"Outlier"
12,1349,0.511053109388893,1,1.97797455401933,"Outlier"
1,1350,1.89159605105004,4,1.7474738551381,"Normal"
2,1350,0.607361952941489,4,0.280815401834566,"Normal"
3,1350,0.319311183832308,4,0.359241955204746,"Normal"
4,1350,-1.43709661859749,4,-1.1007873210884,"Normal"
5,1350,-0.831517605887215,4,-0.884585954745308,"Normal"
6,1350,-0.659949783244741,4,-0.910184695061663,"Normal"
7,1350,-0.26401074146398,4,-0.487721445793424,"Normal"
8,1350,-0.435828865657743,4,-0.501471686058815,"Normal"
9,1350,-0.789387021802699,4,-0.811204776559311,"Normal"
10,1350,-0.0549282827211052,4,-0.0395531130682662,"Normal"
11,1350,-0.0400740601617886,4,0.463250432727594,"Normal"
12,1350,1.69452379171292,4,1.88472734747018,"Normal"
1,1400,1.85787806908632,4,1.7474738551381,"Normal"
2,1400,0.643360893189852,4,0.280815401834566,"Normal"
3,1400,0.362978881327702,4,0.359241955204746,"Normal"
4,1400,-1.18507241284737,4,-1.1007873210884,"Normal"
5,1400,-0.996702989451562,4,-0.884585954745308,"Normal"
6,1400,-0.901820139924608,4,-0.910184695061663,"Normal"
7,1400,-0.395561798708762,4,-0.487721445793424,"Normal"
8,1400,-0.496291656262605,4,-0.501471686058815,"Normal"
9,1400,-0.663665594276107,4,-0.811204776559311,"Normal"
10,1400,-0.126590938019867,4,-0.0395531130682662,"Normal"
11,1400,0.200927333887193,4,0.463250432727594,"Normal"
12,1400,1.70056035199981,4,1.88472734747018,"Normal"
1,1495,1.9917036232263,4,1.7474738551381,"Normal"
2,1495,0.447457983766563,4,0.280815401834566,"Normal"
3,1495,0.410363311706293,4,0.359241955204746,"Normal"
4,1495,-1.11289918604193,4,-1.1007873210884,"Normal"
5,1495,-0.629265533082519,4,-0.884585954745308,"Normal"
6,1495,-0.663297914332927,4,-0.910184695061663,"Normal"
7,1495,-0.249531518569324,4,-0.487721445793424,"Normal"
8,1495,-0.648561062031796,4,-0.501471686058815,"Normal"
9,1495,-0.935049386338575,4,-0.811204776559311,"Normal"
10,1495,-0.252467669926002,4,-0.0395531130682662,"Normal"
11,1495,-0.133616859245455,4,0.463250432727594,"Normal"
12,1495,1.77516421086937,4,1.88472734747018,"Normal"
1,1500,0.590567029870443,1,1.6617721496928,"Outlier"
2,1500,0.21673008283916,1,0.14883508906083,"Outlier"
3,1500,-0.31245337197567,1,0.221562071401455,"Outlier"
4,1500,-1.82877601345317,1,-1.24038251643726,"Outlier"
5,1500,-1.31382026191753,1,-0.991457197131463,"Outlier"
6,1500,-1.04595362507149,1,-0.967612509075489,"Outlier"
7,1500,-0.337812011356553,1,-0.311343088371728,"Outlier"
8,1500,0.858253897715936,1,-0.14051209111049,"Outlier"
9,1500,0.362422232368529,1,-0.722294236174756,"Outlier"
10,1500,0.792971581188931,1,-0.0334922963371417,"Outlier"
11,1500,0.419318378178578,1,0.396950070463912,"Outlier"
12,1500,1.59855208161284,1,1.97797455401933,"Outlier"
1,1600,1.66527674146218,2,1.49179873833799,"Normal"
2,1600,0.151706531391018,2,-0.0835842789879939,"Normal"
3,1600,0.0274546710658819,2,-0.0570467517226409,"Normal"
4,1600,-1.75698282519323,2,-1.448119846376,"Normal"
5,1600,-1.06357277264274,2,-1.12674080520377,"Normal"
6,1600,-0.655268320580761,2,-0.933443083453534,"Normal"
7,1600,-0.138676411070832,2,0.0692444265251755,"Normal"
8,1600,0.127045633416376,2,0.476026090329549,"Normal"
9,1600,-0.446909652312601,2,-0.544614589685897,"Normal"
10,1600,0.317779288294902,2,-0.0649799831600339,"Normal"
11,1600,-0.0220002624263743,2,0.237025741251988,"Normal"
12,1600,1.79414737859618,2,1.98443434214516,"Normal"
1,1675,1.60294871100505,4,1.7474738551381,"Normal"
2,1675,0.593515732093155,4,0.280815401834566,"Normal"
3,1675,0.323367263918092,4,0.359241955204746,"Normal"
4,1675,-0.935509877921015,4,-1.1007873210884,"Normal"
5,1675,-0.812005218770077,4,-0.884585954745308,"Normal"
6,1675,-0.871984598241777,4,-0.910184695061663,"Normal"
7,1675,-0.613744416873897,4,-0.487721445793424,"Normal"
8,1675,-0.708266564717051,4,-0.501471686058815,"Normal"
9,1675,-0.747068338179679,4,-0.811204776559311,"Normal"
10,1675,-0.14163287948123,4,-0.0395531130682662,"Normal"
11,1675,0.273879490938382,4,0.463250432727594,"Normal"
12,1675,2.03650069623004,4,1.88472734747018,"Normal"
1,1685,1.60969671609935,4,1.7474738551381,"Normal"
2,1685,0.388391943153874,4,0.280815401834566,"Normal"
3,1685,0.335206339275537,4,0.359241955204746,"Normal"
4,1685,-0.913227469732835,4,-1.1007873210884,"Normal"
5,1685,-0.773210177871878,4,-0.884585954745308,"Normal"
6,1685,-0.901384518161948,4,-0.910184695061663,"Normal"
7,1685,-0.761462389299608,4,-0.487721445793424,"Normal"
8,1685,-0.719761093546798,4,-0.501471686058815,"Normal"
9,1685,-0.726074165660617,4,-0.811204776559311,"Normal"
10,1685,0.00558834018235218,4,-0.0395531130682662,"Normal"
11,1685,0.434491211738525,4,0.463250432727594,"Normal"
12,1685,2.02174526382404,4,1.88472734747018,"Normal"
1,1700,1.59546598031077,2,1.49179873833799,"Normal"
2,1700,-0.698234113106228,2,-0.0835842789879939,"Normal"
3,1700,0.0250597332323718,2,-0.0570467517226409,"Normal"
4,1700,-1.62635996742909,2,-1.448119846376,"Normal"
5,1700,-1.15583919589195,2,-1.12674080520377,"Normal"
6,1700,-0.377357156389674,2,-0.933443083453534,"Normal"
7,1700,0.684560382680911,2,0.0692444265251755,"Normal"
8,1700,0.957722304187588,2,0.476026090329549,"Normal"
9,1700,-0.399181578839812,2,-0.544614589685897,"Normal"
10,1700,0.368166880762829,2,-0.0649799831600339,"Normal"
11,1700,-0.678524795634064,2,0.237025741251988,"Normal"
12,1700,1.30452152611634,2,1.98443434214516,"Normal"
1,1749,0.602775550133094,3,0.149122157313269,"Outlier"
2,1749,-0.176581859966407,3,0.100061216491442,"Outlier"
3,1749,-1.16835008387977,3,1.47135698981228,"Outlier"
4,1749,-2.72683191232688,3,-0.499257007968101,"Outlier"
5,1749,0.55516756882856,3,-0.0931449799261358,"Outlier"
6,1749,0.389743424980834,3,-2.15209152436545,"Outlier"
7,1749,0.617842350089178,3,-0.965014780356761,"Outlier"
8,1749,0.55260465955768,3,-0.440023549805366,"Outlier"
9,1749,0.0527596878187277,3,1.00974478799044,"Outlier"
10,1749,0.315885039629102,3,1.31104916286668,"Outlier"
11,1749,0.305478074710982,3,-0.0946718977880253,"Outlier"
12,1749,0.679507500424903,3,0.202869425735724,"Outlier"
1,1750,1.87596834382079,4,1.7474738551381,"Normal"
2,1750,0.833211915371499,4,0.280815401834566,"Normal"
3,1750,0.433151431198275,4,0.359241955204746,"Normal"
4,1750,-1.02396502305279,4,-1.1007873210884,"Normal"
5,1750,-0.831481825442394,4,-0.884585954745308,"Normal"
6,1750,-0.798343683666887,4,-0.910184695061663,"Normal"
7,1750,-0.569144851670009,4,-0.487721445793424,"Normal"
8,1750,-0.662126633714536,4,-0.501471686058815,"Normal"
9,1750,-0.841927534052797,4,-0.811204776559311,"Normal"
10,1750,-0.142969615802873,4,-0.0395531130682662,"Normal"
11,1750,0.0771456673252068,4,0.463250432727594,"Normal"
12,1750,1.65048180968652,4,1.88472734747018,"Normal"
1,1800,1.77023897175455,2,1.49179873833799,"Normal"
2,1800,-0.371150872960297,2,-0.0835842789879939,"Normal"
3,1800,-0.00345000248954517,2,-0.0570467517226409,"Normal"
4,1800,-1.91023167516368,2,-1.448119846376,"Normal"
5,1800,-0.80308162108483,2,-1.12674080520377,"Normal"
6,1800,-0.363436897208335,2,-0.933443083453534,"Normal"
7,1800,0.405844737250295,2,0.0692444265251755,"Normal"
8,1800,0.408280730196288,2,0.476026090329549,"Normal"
9,1800,-0.668155878804962,2,-0.544614589685897,"Normal"
10,1800,0.283556862061861,2,-0.0649799831600339,"Normal"
11,1800,-0.28552610988422,2,0.237025741251988,"Normal"
12,1800,1.53711175633288,2,1.98443434214516,"Normal"
1,1885,2.17732765232309,1,1.6617721496928,"Outlier"
2,1885,1.06770278618051,1,0.14883508906083,"Outlier"
3,1885,0.467524954364685,1,0.221562071401455,"Outlier"
4,1885,-1.05263940490321,1,-1.24038251643726,"Outlier"
5,1885,-0.766802387602741,1,-0.991457197131463,"Outlier"
6,1885,-0.678904273204018,1,-0.967612509075489,"Outlier"
7,1885,-0.0913357488114793,1,-0.311343088371728,"Outlier"
8,1885,-0.00553177334612434,1,-0.14051209111049,"Outlier"
9,1885,-0.844726875137564,1,-0.722294236174756,"Outlier"
10,1885,-0.557012509625262,1,-0.0334922963371417,"Outlier"
11,1885,-0.771882333603522,1,0.396950070463912,"Outlier"
12,1885,1.05627991336564,1,1.97797455401933,"Outlier"
1,1900,1.97228699140466,4,1.7474738551381,"Normal"
2,1900,0.996866196515755,4,0.280815401834566,"Normal"
3,1900,0.443987130929138,4,0.359241955204746,"Normal"
4,1900,-0.933123341388211,4,-1.1007873210884,"Normal"
5,1900,-0.698648041295391,4,-0.884585954745308,"Normal"
6,1900,-0.805526373604548,4,-0.910184695061663,"Normal"
7,1900,-0.631545916684588,4,-0.487721445793424,"Normal"
8,1900,-0.654367502745645,4,-0.501471686058815,"Normal"
9,1900,-0.820544179304834,4,-0.811204776559311,"Normal"
10,1900,-0.350052410813953,4,-0.0395531130682662,"Normal"
11,1900,-0.0318228942350495,4,0.463250432727594,"Normal"
12,1900,1.51249034122267,4,1.88472734747018,"Normal"
1,1950,1.66822744191025,2,1.49179873833799,"Normal"
2,1950,-0.125041328100669,2,-0.0835842789879939,"Normal"
3,1950,0.212940892092376,2,-0.0570467517226409,"Normal"
4,1950,-1.92682642341245,2,-1.448119846376,"Normal"
5,1950,-0.808056348757754,2,-1.12674080520377,"Normal"
6,1950,-0.735090649764167,2,-0.933443083453534,"Normal"
7,1950,-0.140719151382946,2,0.0692444265251755,"Normal"
8,1950,-0.00914436781006866,2,0.476026090329549,"Normal"
9,1950,-0.397998008483345,2,-0.544614589685897,"Normal"
10,1950,0.514495520893414,2,-0.0649799831600339,"Normal"
11,1950,0.073388905710152,2,0.237025741251988,"Normal"
12,1950,1.67382351710521,2,1.98443434214516,"Normal"
1,1990,0.710506683902138,2,-0.0605671075036914,"Outlier"
2,1990,-1.98301581033783,2,-0.272061051044412,"Outlier"
3,1990,0.119609869511406,2,-1.02152545430117,"Outlier"
4,1990,-0.0243465348334049,2,-0.764561829205025,"Outlier"
5,1990,0.742023660214339,2,-0.904292613413947,"Outlier"
6,1990,1.22464175430342,2,-0.284844037168637,"Outlier"
7,1990,1.47255978472022,2,0.365827528657202,"Outlier"
8,1990,0.230935828346097,2,1.86751698552022,"Outlier"
9,1990,-0.388418033654909,2,1.99958762145011,"Outlier"
10,1990,-0.044242077402932,2,0.225812878945036,"Outlier"
11,1990,-1.04839691511541,2,-0.398959540233779,"Outlier"
12,1990,-1.01185820965314,2,-0.751933381701906,"Outlier"
1,2000,0.302258350032601,1,-0.117097301339951,"Normal"
2,2000,-0.781565647610457,1,-0.904647044019694,"Normal"
3,2000,-0.786457707595731,1,-0.719602688073658,"Normal"
4,2000,-1.36874303517755,1,-1.03231769038816,"Normal"
5,2000,-0.298504410672199,1,-0.398648377953523,"Normal"
6,2000,0.279048310132085,1,0.23737225003172,"Normal"
7,2000,1.98901374436058,1,1.82470308459313,"Normal"
8,2000,1.62377198554026,1,2.02857538171229,"Normal"
9,2000,-0.264756451862096,1,0.2811244684223,"Normal"
10,2000,-0.459156960700612,1,-0.342933490461208,"Normal"
11,2000,-0.724712603283059,1,-0.853125217105535,"Normal"
12,2000,0.489804426836177,1,-0.00340337541770287,"Normal"
1,2005,0.842162233476761,3,0.149122157313269,"Outlier"
2,2005,-1.09553719596609,3,0.100061216491442,"Outlier"
3,2005,-0.516164913117777,3,1.47135698981228,"Outlier"
4,2005,-1.74949387856045,3,-0.499257007968101,"Outlier"
5,2005,-0.0751989843187392,3,-0.0931449799261358,"Outlier"
6,2005,0.0574731432011208,3,-2.15209152436545,"Outlier"
7,2005,0.524603340997838,3,-0.965014780356761,"Outlier"
8,2005,1.68796968704699,3,-0.440023549805366,"Outlier"
9,2005,-0.0352794617666888,3,1.00974478799044,"Outlier"
10,2005,-0.743242043123082,3,1.31104916286668,"Outlier"
11,2005,-0.30548949563703,3,-0.0946718977880253,"Outlier"
12,2005,1.40819756776715,3,0.202869425735724,"Outlier"
1,2025,2.20310247524217,3,1.87674811872241,"Normal"
2,2025,-0.415984878649586,3,0.192455028882166,"Normal"
3,2025,0.600848021408387,3,0.848418542683944,"Normal"
4,2025,-0.884866194727236,3,-0.916266136333057,"Normal"
5,2025,-0.189172514335069,3,-0.407548658686055,"Normal"
6,2025,-0.394404260705947,3,-0.591892499516328,"Normal"
7,2025,-0.203200535877926,3,-0.390741443555139,"Normal"
8,2025,-1.25370720242663,3,-1.74790001318992,"Normal"
9,2025,-1.27424312803849,3,-0.856372565085897,"Normal"
10,2025,0.260784050967651,3,0.406702531504064,"Normal"
11,2025,0.519870051000393,3,0.788447633264559,"Normal"
12,2025,1.03097411614229,3,0.797949461309257,"Normal"
1,2040,1.24965408200885,1,-0.117097301339951,"Normal"
2,2040,-0.687465055813749,1,-0.904647044019694,"Normal"
3,2040,0.312279878355156,1,-0.719602688073658,"Normal"
4,2040,-1.83873990855723,1,-1.03231769038816,"Normal"
5,2040,-0.560488474396389,1,-0.398648377953523,"Normal"
6,2040,-0.550433637003883,1,0.23737225003172,"Normal"
7,2040,0.30408535215254,1,1.82470308459313,"Normal"
8,2040,2.01456592563908,1,2.02857538171229,"Normal"
9,2040,-0.480401627162351,1,0.2811244684223,"Normal"
10,2040,0.636094236309489,1,-0.342933490461208,"Normal"
11,2040,-0.245087690350648,1,-0.853125217105535,"Normal"
12,2040,-0.154063081180866,1,-0.00340337541770287,"Normal"
1,2050,-0.134795122282601,1,-0.117097301339951,"Normal"
2,2050,-1.00768425234306,1,-0.904647044019694,"Normal"
3,2050,-0.571737186968613,1,-0.719602688073658,"Normal"
4,2050,-1.28799845119374,1,-1.03231769038816,"Normal"
5,2050,-0.625203604281263,1,-0.398648377953523,"Normal"
6,2050,-0.472740642204801,1,0.23737225003172,"Normal"
7,2050,1.01425087081489,1,1.82470308459313,"Normal"
8,2050,2.2841766304144,1,2.02857538171229,"Normal"
9,2050,0.96721363396909,1,0.2811244684223,"Normal"
10,2050,0.284315596528792,1,-0.342933490461208,"Normal"
11,2050,-0.260619014724997,1,-0.853125217105535,"Normal"
12,2050,-0.18917845772809,1,-0.00340337541770287,"Normal"
1,2065,1.33848631278869,2,1.49179873833799,"Normal"
2,2065,-0.16403327307699,2,-0.0835842789879939,"Normal"
3,2065,-0.57044661397073,2,-0.0570467517226409,"Normal"
4,2065,-1.48833320875371,2,-1.448119846376,"Normal"
5,2065,-0.65464505325266,2,-1.12674080520377,"Normal"
6,2065,-0.402263335212485,2,-0.933443083453534,"Normal"
7,2065,0.44220292462011,2,0.0692444265251755,"Normal"
8,2065,0.359830634359651,2,0.476026090329549,"Normal"
9,2065,-0.658375640513965,2,-0.544614589685897,"Normal"
10,2065,-0.326667396941391,2,-0.0649799831600339,"Normal"
11,2065,-0.14808988965462,2,0.237025741251988,"Normal"
12,2065,2.2723345396081,2,1.98443434214516,"Normal"
1,2070,0.145115149949964,1,-0.117097301339951,"Normal"
2,2070,-0.546102984940698,1,-0.904647044019694,"Normal"
3,2070,-0.616062990420762,1,-0.719602688073658,"Normal"
4,2070,-0.990591746267073,1,-1.03231769038816,"Normal"
5,2070,-0.444319578413966,1,-0.398648377953523,"Normal"
6,2070,-0.0483625934012911,1,0.23737225003172,"Normal"
7,2070,1.57228146196903,1,1.82470308459313,"Normal"
8,2070,2.28464431690638,1,2.02857538171229,"Normal"
9,2070,0.322943140935599,1,0.2811244684223,"Normal"
10,2070,-0.792981891130502,1,-0.342933490461208,"Normal"
11,2070,-0.832107025111927,1,-0.853125217105535,"Normal"
12,2070,-0.0544552600747509,1,-0.00340337541770287,"Normal"
1,2080,-0.0905509359380371,1,-0.117097301339951,"Normal"
2,2080,-0.741364526713407,1,-0.904647044019694,"Normal"
3,2080,-0.719241743344107,1,-0.719602688073658,"Normal"
4,2080,-1.04390408600382,1,-1.03231769038816,"Normal"
5,2080,-0.267457421775728,1,-0.398648377953523,"Normal"
6,2080,0.400787845259329,1,0.23737225003172,"Normal"
7,2080,1.61207566646607,1,1.82470308459313,"Normal"
8,2080,2.11291633616016,1,2.02857538171229,"Normal"
9,2080,0.289123041706884,1,0.2811244684223,"Normal"
10,2080,-0.784100224369912,1,-0.342933490461208,"Normal"
11,2080,-0.906746779980212,1,-0.853125217105535,"Normal"
12,2080,0.138462828532778,1,-0.00340337541770287,"Normal"
1,2090,-0.290961083613116,1,-0.117097301339951,"Normal"
2,2090,-1.43590845084027,1,-0.904647044019694,"Normal"
3,2090,-1.29536449986769,1,-0.719602688073658,"Normal"
4,2090,-1.11816844119367,1,-1.03231769038816,"Normal"
5,2090,0.31346819281851,1,-0.398648377953523,"Normal"
6,2090,0.70395533187498,1,0.23737225003172,"Normal"
7,2090,1.54131048452447,1,1.82470308459313,"Normal"
8,2090,1.60605123445539,1,2.02857538171229,"Normal"
9,2090,0.510854552137987,1,0.2811244684223,"Normal"
10,2090,-0.293238297535403,1,-0.342933490461208,"Normal"
11,2090,-0.11257669848571,1,-0.853125217105535,"Normal"
12,2090,-0.129422324275484,1,-0.00340337541770287,"Normal"
1,2100,0.587278244511866,2,-0.0605671075036914,"Outlier"
2,2100,-0.425485804183483,2,-0.272061051044412,"Outlier"
3,2100,0.040792525175868,2,-1.02152545430117,"Outlier"
4,2100,-1.32593943888255,2,-0.764561829205025,"Outlier"
5,2100,-0.242573782861354,2,-0.904292613413947,"Outlier"
6,2100,0.331129773088497,2,-0.284844037168637,"Outlier"
7,2100,2.64543942734062,2,0.365827528657202,"Outlier"
8,2100,0.355794898476579,2,1.86751698552022,"Outlier"
9,2100,0.0559476988131734,2,1.99958762145011,"Outlier"
10,2100,-0.594798892405009,2,0.225812878945036,"Outlier"
11,2100,-0.563887195447743,2,-0.398959540233779,"Outlier"
12,2100,-0.86369745362646,2,-0.751933381701906,"Outlier"
1,2120,0.54170956911373,2,-0.0605671075036914,"Outlier"
2,2120,-0.627501713793991,2,-0.272061051044412,"Outlier"
3,2120,-0.488040121429847,2,-1.02152545430117,"Outlier"
4,2120,-0.561157810433837,2,-0.764561829205025,"Outlier"
5,2120,0.105469069776788,2,-0.904292613413947,"Outlier"
6,2120,0.514302924733463,2,-0.284844037168637,"Outlier"
7,2120,2.01280605763674,2,0.365827528657202,"Outlier"
8,2120,1.11311968287199,2,1.86751698552022,"Outlier"
9,2120,-0.439445876895731,2,1.99958762145011,"Outlier"
10,2120,-1.17242115646812,2,0.225812878945036,"Outlier"
11,2120,-1.53071340193755,2,-0.398959540233779,"Outlier"
12,2120,0.53187277682636,2,-0.751933381701906,"Outlier"
1,2125,-0.226853766699831,1,-0.117097301339951,"Normal"
2,2125,-1.03657095245535,1,-0.904647044019694,"Normal"
3,2125,-0.526811353004082,1,-0.719602688073658,"Normal"
4,2125,-0.407323003455927,1,-1.03231769038816,"Normal"
5,2125,0.180194687335297,1,-0.398648377953523,"Normal"
6,2125,0.70913806821276,1,0.23737225003172,"Normal"
7,2125,2.0943004063849,1,1.82470308459313,"Normal"
8,2125,1.35890137268343,1,2.02857538171229,"Normal"
9,2125,-0.485907464094502,1,0.2811244684223,"Normal"
10,2125,-1.01985044637299,1,-0.342933490461208,"Normal"
11,2125,-1.08839392190488,1,-0.853125217105535,"Normal"
12,2125,0.449176373371177,1,-0.00340337541770287,"Normal"
1,2130,-0.45667161953723,1,-0.117097301339951,"Normal"
2,2130,-0.633594430891712,1,-0.904647044019694,"Normal"
3,2130,-0.554702587096916,1,-0.719602688073658,"Normal"
4,2130,-0.799379871047105,1,-1.03231769038816,"Normal"
5,2130,-0.532289792003916,1,-0.398648377953523,"Normal"
6,2130,-0.453036070692849,1,0.23737225003172,"Normal"
7,2130,0.371001628418123,1,1.82470308459313,"Normal"
8,2130,2.22753904760266,1,2.02857538171229,"Normal"
9,2130,1.80913800567338,1,0.2811244684223,"Normal"
10,2130,0.0567959194930494,1,-0.342933490461208,"Normal"
